path|file_name|extension|size_bytes|git_status|ignored_by|module|area|source_set|probable_owner|file_role|created_or_first_seen_commit|last_meaningful_commit|current_references|classification|recommended_disposition|confidence|risk_if_removed|evidence|superseded_by|notes
engine-app/src/test/java/com/crypto/funding/engine/EnginePropertiesTest.java|EnginePropertiesTest.java|.java|3807|tracked||engine-app|engine|test||Engine TDD test|0a0d1eb|a26f159||ACTIVE_TEST|KEEP_IMMUTABLE|VERIFIED|HIGH|Engine TDD test||Pitest/JaCoCo gated test
engine-app/src/test/java/com/crypto/funding/engine/EngineRuntimeControlServiceTest.java|EngineRuntimeControlServiceTest.java|.java|9462|tracked||engine-app|engine|test||Engine TDD test|307e9fd|0bad861||ACTIVE_TEST|KEEP_IMMUTABLE|VERIFIED|HIGH|Engine TDD test||Pitest/JaCoCo gated test
engine-app/src/test/java/com/crypto/funding/engine/EngineRuntimeProfilesIntegrationTest.java|EngineRuntimeProfilesIntegrationTest.java|.java|2092|tracked||engine-app|engine|test||Engine TDD test|fe2cf72|0a0d1eb||ACTIVE_TEST|KEEP_IMMUTABLE|VERIFIED|HIGH|Engine TDD test||Pitest/JaCoCo gated test
engine-app/src/test/java/com/crypto/funding/engine/EngineTelemetryServiceTest.java|EngineTelemetryServiceTest.java|.java|5453|tracked||engine-app|engine|test||Engine TDD test|0a0d1eb|0a0d1eb||ACTIVE_TEST|KEEP_IMMUTABLE|VERIFIED|HIGH|Engine TDD test||Pitest/JaCoCo gated test
engine-app/src/test/java/com/crypto/funding/engine/LiquidityCapTest.java|LiquidityCapTest.java|.java|9810|tracked||engine-app|engine|test||Engine TDD test|26146fa|e1fc281||ACTIVE_TEST|KEEP_IMMUTABLE|VERIFIED|HIGH|Engine TDD test||Pitest/JaCoCo gated test
funding-memory/.obsidian/app.json|app.json|.json|2|tracked||funding-memory|funding-memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
funding-memory/.obsidian/appearance.json|appearance.json|.json|2|tracked||funding-memory|funding-memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
funding-memory/.obsidian/core-plugins.json|core-plugins.json|.json|696|tracked||funding-memory|funding-memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
funding-memory/.obsidian/graph.json|graph.json|.json|493|tracked||funding-memory|funding-memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
funding-memory/.obsidian/workspace.json|workspace.json|.json|4951|tracked||funding-memory|funding-memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
gradle.properties|gradle.properties|.properties|340|tracked||root|root|||Gradle JVM properties|207ce46|207ce46||ACTIVE_BUILD|KEEP|VERIFIED|MEDIUM|Gradle JVM properties||Build properties
gradle/wrapper/gradle-wrapper.jar|gradle-wrapper.jar|.jar|45457|tracked||gradle|wrapper/gradle-wrapper.jar|||Gradle wrapper JAR|3564d93|85a0279||ACTIVE_BUILD|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Gradle wrapper JAR||Build dependency
gradle/wrapper/gradle-wrapper.properties|gradle-wrapper.properties|.properties|252|tracked||gradle|wrapper/gradle-wrapper.properties|||Gradle distribution URL|207ce46|85a0279||ACTIVE_BUILD|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Gradle distribution URL||Wrapper config
gradlew|gradlew||8618|tracked||root|root|||Gradle wrapper script|207ce46|85a0279||ACTIVE_BUILD|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Gradle wrapper script||Build entry point
gradlew.bat|gradlew.bat|.bat|2896|tracked||root|root|||Gradle wrapper for Windows|207ce46|85a0279||ACTIVE_BUILD|KEEP|VERIFIED|MEDIUM|Gradle wrapper for Windows||Windows build entry
memory/.obsidian/app.json|app.json|.json|2|tracked||memory|memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
memory/.obsidian/appearance.json|appearance.json|.json|2|tracked||memory|memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
memory/.obsidian/core-plugins.json|core-plugins.json|.json|696|tracked||memory|memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
memory/.obsidian/graph.json|graph.json|.json|493|tracked||memory|memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
memory/.obsidian/workspace.json|workspace.json|.json|5377|tracked||memory|memory|||Obsidian vault (personal notes)|8b94d5e|8b94d5e||LOCAL_DEVELOPMENT_ONLY|REMOVE_FROM_GIT_KEEP_LOCAL|HIGH|LOW|Obsidian vault (personal notes)|.gitignore covers this now|Migrate to .gitignore
monitor-app/build.gradle|build.gradle|.gradle|1868|tracked||monitor-app|build.gradle|||Module monitor-app build config|a0ca722|0bad861||ACTIVE_BUILD|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Module monitor-app build config||Gradle module build
monitor-app/package.json|package.json|.json|23|tracked||monitor-app|package.json|||ESM module for JS tests|3d73990|3d73990||ACTIVE_BUILD|KEEP|VERIFIED|LOW|ESM module for JS tests||Node module type declaration
monitor-app/src/main/java/com/crypto/funding/MonitorApplication.java|MonitorApplication.java|.java|844|tracked||monitor-app|MonitorApplication.java|main||Java source in MonitorApplication.java|610d109|3424d43||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in MonitorApplication.java||General Java source
monitor-app/src/main/java/com/crypto/funding/api/AiAdvisorController.java|AiAdvisorController.java|.java|1542|tracked||monitor-app|api|main||REST controller/DTO|8123179|9bf78c6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/ApiExceptionHandler.java|ApiExceptionHandler.java|.java|3381|tracked||monitor-app|api|main||REST controller/DTO|141b49d|2483502||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/ArmedTradeController.java|ArmedTradeController.java|.java|9134|tracked||monitor-app|api|main||REST controller/DTO|141b49d|4f63b52||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/AutoApprovalController.java|AutoApprovalController.java|.java|5198|tracked||monitor-app|api|main||REST controller/DTO|aac34ce|b27ccab||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/FundingEventController.java|FundingEventController.java|.java|7271|tracked||monitor-app|api|main||REST controller/DTO|141b49d|9dcbb3b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/InternalEngineCredentialController.java|InternalEngineCredentialController.java|.java|1617|tracked||monitor-app|api|main||REST controller/DTO|7c08bb3|7c08bb3||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/InternalEngineMetricsController.java|InternalEngineMetricsController.java|.java|1195|tracked||monitor-app|api|main||REST controller/DTO|2483502|cc83ddf||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/InternalEnginePlanController.java|InternalEnginePlanController.java|.java|4713|tracked||monitor-app|api|main||REST controller/DTO|a0ca722|7cc4699||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/InternalEnginePriceController.java|InternalEnginePriceController.java|.java|1288|tracked||monitor-app|api|main||REST controller/DTO|043c55a|043c55a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/LiquidityAssessmentController.java|LiquidityAssessmentController.java|.java|5623|tracked||monitor-app|api|main||REST controller/DTO|26146fa|4918f9a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/MonitorDevToolsController.java|MonitorDevToolsController.java|.java|6060|tracked||monitor-app|api|main||REST controller/DTO|307e9fd|e817530||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/MonitorOverviewController.java|MonitorOverviewController.java|.java|2122|tracked||monitor-app|api|main||REST controller/DTO|a0ca722|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/OperatorCredentialController.java|OperatorCredentialController.java|.java|3431|tracked||monitor-app|api|main||REST controller/DTO|610d109|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/OrderAttemptController.java|OrderAttemptController.java|.java|1171|tracked||monitor-app|api|main||REST controller/DTO|3396b11|3396b11||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/SignalCandidateController.java|SignalCandidateController.java|.java|8634|tracked||monitor-app|api|main||REST controller/DTO|0316a70|da35ed5||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/TradeOutcomeController.java|TradeOutcomeController.java|.java|2076|tracked||monitor-app|api|main||REST controller/DTO|30e7129|30e7129||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/VenueDiagnosticsController.java|VenueDiagnosticsController.java|.java|7447|tracked||monitor-app|api|main||REST controller/DTO|0316a70|2466a1f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/AiAdviceDto.java|AiAdviceDto.java|.java|279|tracked||monitor-app|api/dto|main||REST controller/DTO|38820c4|38820c4||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/ApiErrorResponse.java|ApiErrorResponse.java|.java|195|tracked||monitor-app|api/dto|main||REST controller/DTO|141b49d|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/ApproveCandidateRequest.java|ApproveCandidateRequest.java|.java|348|tracked||monitor-app|api/dto|main||REST controller/DTO|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/ArmFundingEventRequest.java|ArmFundingEventRequest.java|.java|782|tracked||monitor-app|api/dto|main||REST controller/DTO|141b49d|ff64267||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/ArmedTradeResponse.java|ArmedTradeResponse.java|.java|1112|tracked||monitor-app|api/dto|main||REST controller/DTO|141b49d|4f63b52||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/AutoApprovalRuleRequest.java|AutoApprovalRuleRequest.java|.java|910|tracked||monitor-app|api/dto|main||REST controller/DTO|aac34ce|aac34ce||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/AutoApprovalRuleResponse.java|AutoApprovalRuleResponse.java|.java|1616|tracked||monitor-app|api/dto|main||REST controller/DTO|aac34ce|aac34ce||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/CandidateListItemResponse.java|CandidateListItemResponse.java|.java|728|tracked||monitor-app|api/dto|main||REST controller/DTO|0316a70|da35ed5||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/CandidateResponse.java|CandidateResponse.java|.java|938|tracked||monitor-app|api/dto|main||REST controller/DTO|0316a70|38820c4||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunCreateRequest.java|DevTestRunCreateRequest.java|.java|427|tracked||monitor-app|api/dto|main||REST controller/DTO|141b49d|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunExecutionResponse.java|DevTestRunExecutionResponse.java|.java|336|tracked||monitor-app|api/dto|main||REST controller/DTO|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunOptionsResponse.java|DevTestRunOptionsResponse.java|.java|338|tracked||monitor-app|api/dto|main||REST controller/DTO|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunPhaseRequest.java|DevTestRunPhaseRequest.java|.java|110|tracked||monitor-app|api/dto|main||REST controller/DTO|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunResponse.java|DevTestRunResponse.java|.java|321|tracked||monitor-app|api/dto|main||REST controller/DTO|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunSymbolOption.java|DevTestRunSymbolOption.java|.java|123|tracked||monitor-app|api/dto|main||REST controller/DTO|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/DevTestRunVenueOption.java|DevTestRunVenueOption.java|.java|186|tracked||monitor-app|api/dto|main||REST controller/DTO|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/EngineRunOnceResponse.java|EngineRunOnceResponse.java|.java|722|tracked||monitor-app|api/dto|main||REST controller/DTO|3396b11|dc65052||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/EngineRuntimeSettingsRequest.java|EngineRuntimeSettingsRequest.java|.java|269|tracked||monitor-app|api/dto|main||REST controller/DTO|307e9fd|e817530||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/EngineRuntimeSettingsResponse.java|EngineRuntimeSettingsResponse.java|.java|929|tracked||monitor-app|api/dto|main||REST controller/DTO|307e9fd|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/EnrichmentFreshnessSnapshot.java|EnrichmentFreshnessSnapshot.java|.java|158|tracked||monitor-app|api/dto|main||REST controller/DTO|6fe54e6|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/FundingEventListItemResponse.java|FundingEventListItemResponse.java|.java|439|tracked||monitor-app|api/dto|main||REST controller/DTO|141b49d|ad2d52a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/FundingEventResponse.java|FundingEventResponse.java|.java|541|tracked||monitor-app|api/dto|main||REST controller/DTO|141b49d|9dcbb3b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/GlobalVenueModeResponse.java|GlobalVenueModeResponse.java|.java|258|tracked||monitor-app|api/dto|main||REST controller/DTO|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/InstrumentMetadataResponse.java|InstrumentMetadataResponse.java|.java|524|tracked||monitor-app|api/dto|main||REST controller/DTO|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/LiquidityAssessmentResponse.java|LiquidityAssessmentResponse.java|.java|726|tracked||monitor-app|api/dto|main||REST controller/DTO|26146fa|26146fa||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/MonitorOverviewResponse.java|MonitorOverviewResponse.java|.java|460|tracked||monitor-app|api/dto|main||REST controller/DTO|a0ca722|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/OperatorCredentialRequest.java|OperatorCredentialRequest.java|.java|216|tracked||monitor-app|api/dto|main||REST controller/DTO|610d109|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/OperatorCredentialResponse.java|OperatorCredentialResponse.java|.java|536|tracked||monitor-app|api/dto|main||REST controller/DTO|610d109|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/RejectCandidateRequest.java|RejectCandidateRequest.java|.java|166|tracked||monitor-app|api/dto|main||REST controller/DTO|0316a70|ae014d1||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/SetGlobalVenueModeRequest.java|SetGlobalVenueModeRequest.java|.java|222|tracked||monitor-app|api/dto|main||REST controller/DTO|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/SetVenueDefaultLatencyRequest.java|SetVenueDefaultLatencyRequest.java|.java|130|tracked||monitor-app|api/dto|main||REST controller/DTO|c38556d|c38556d||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
monitor-app/src/main/java/com/crypto/funding/api/dto/TradeJournalEntryResponse.java|TradeJournalEntryResponse.java|.java|546|tracked||monitor-app|api/dto|main||REST controller/DTO|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|REST controller/DTO||Monitor API layer
